id,source_type,source_id,relation,target_type,target_id,confidence,provenance
edge_0000001,Evidence,ev_cbc_000000_e3c501d9a1,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000002,Evidence,ev_cbc_000000_e3c501d9a1,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000003,Evidence,ev_cbc_000000_e3c501d9a1,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000004,Evidence,ev_cbc_000000_e3c501d9a1,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0000005,Evidence,ev_cbc_000000_e3c501d9a1,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000006,Evidence,ev_cbc_000000_e3c501d9a1,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000007,Evidence,ev_cbc_000000_e3c501d9a1,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0000008,Evidence,ev_cbc_000000_e3c501d9a1,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000009,Evidence,ev_cbc_000000_e3c501d9a1,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000010,Evidence,ev_cbc_000000_e3c501d9a1,SUPPORTS,Condition,cond_iron_store_abnormality,0.75,kb_pdf
edge_0000011,Evidence,ev_cbc_000001_fc6fab52bd,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000012,Evidence,ev_cbc_000001_fc6fab52bd,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000013,Evidence,ev_cbc_000001_fc6fab52bd,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000014,Evidence,ev_cbc_000001_fc6fab52bd,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000015,Evidence,ev_cbc_000001_fc6fab52bd,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000016,Evidence,ev_cbc_000001_fc6fab52bd,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000017,Evidence,ev_cbc_000001_fc6fab52bd,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000018,Evidence,ev_cbc_000002_ddea81d8c4,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000019,Evidence,ev_cbc_000002_ddea81d8c4,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000020,Evidence,ev_cbc_000002_ddea81d8c4,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000021,Evidence,ev_cbc_000002_ddea81d8c4,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000022,Evidence,ev_cbc_000002_ddea81d8c4,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000023,Evidence,ev_cbc_000002_ddea81d8c4,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000024,Evidence,ev_cbc_000002_ddea81d8c4,SUPPORTS,Condition,cond_iron_store_abnormality,0.75,kb_pdf
edge_0000025,Evidence,ev_cbc_000003_5be95a2d44,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000026,Evidence,ev_cbc_000003_5be95a2d44,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000027,Evidence,ev_cbc_000003_5be95a2d44,MENTIONS_TEST,Test,test_HCT,0.95,kb_pdf
edge_0000028,Test,test_HCT,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,ontology
edge_0000029,Evidence,ev_cbc_000003_5be95a2d44,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000030,Evidence,ev_cbc_000003_5be95a2d44,MENTIONS_TOPIC,Topic,topic_bleeding,0.8,kb_pdf
edge_0000031,Evidence,ev_cbc_000003_5be95a2d44,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000032,Evidence,ev_cbc_000003_5be95a2d44,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000033,Evidence,ev_cbc_000003_5be95a2d44,SUPPORTS,Condition,cond_bleeding_risk,0.75,kb_pdf
edge_0000034,Evidence,ev_cbc_000003_5be95a2d44,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000035,Evidence,ev_cbc_000003_5be95a2d44,SUPPORTS,Condition,cond_iron_store_abnormality,0.75,kb_pdf
edge_0000036,Evidence,ev_cbc_000004_66b952db9d,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000037,Evidence,ev_cbc_000004_66b952db9d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000038,Evidence,ev_cbc_000004_66b952db9d,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000039,Evidence,ev_cbc_000004_66b952db9d,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000040,Evidence,ev_cbc_000004_66b952db9d,SUPPORTS,Condition,cond_renal_impairment,0.75,kb_pdf
edge_0000041,Evidence,ev_cbc_000005_e9d554dcdb,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000042,Evidence,ev_cbc_000005_e9d554dcdb,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000043,Evidence,ev_cbc_000005_e9d554dcdb,MENTIONS_TEST,Test,test_HCT,0.95,kb_pdf
edge_0000044,Evidence,ev_cbc_000005_e9d554dcdb,MENTIONS_TEST,Test,test_HGB,0.95,kb_pdf
edge_0000045,Test,test_HGB,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,ontology
edge_0000046,Evidence,ev_cbc_000005_e9d554dcdb,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000047,Test,test_RBC,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,ontology
edge_0000048,Evidence,ev_cbc_000005_e9d554dcdb,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000049,Evidence,ev_cbc_000005_e9d554dcdb,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000050,Evidence,ev_cbc_000006_6d017e546b,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000051,Evidence,ev_cbc_000006_6d017e546b,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000052,Evidence,ev_cbc_000006_6d017e546b,MENTIONS_TEST,Test,test_HGB,0.95,kb_pdf
edge_0000053,Evidence,ev_cbc_000006_6d017e546b,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000054,Evidence,ev_cbc_000006_6d017e546b,MENTIONS_TOPIC,Topic,topic_bleeding,0.8,kb_pdf
edge_0000055,Evidence,ev_cbc_000006_6d017e546b,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000056,Evidence,ev_cbc_000006_6d017e546b,SUPPORTS,Condition,cond_bleeding_risk,0.75,kb_pdf
edge_0000057,Evidence,ev_cbc_000006_6d017e546b,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000058,Evidence,ev_cbc_000007_f3baf105f9,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000059,Evidence,ev_cbc_000007_f3baf105f9,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000060,Evidence,ev_cbc_000007_f3baf105f9,SUPPORTS,Condition,cond_iron_store_abnormality,0.75,kb_pdf
edge_0000061,Evidence,ev_cbc_000007_f3baf105f9,SUPPORTS,Condition,cond_renal_impairment,0.75,kb_pdf
edge_0000062,Evidence,ev_cbc_000008_8f3b189920,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000063,Evidence,ev_cbc_000008_8f3b189920,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000064,Evidence,ev_cbc_000008_8f3b189920,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000065,Evidence,ev_cbc_000008_8f3b189920,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000066,Evidence,ev_cbc_000008_8f3b189920,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000067,Evidence,ev_cbc_000009_85aaed472c,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000068,Evidence,ev_cbc_000009_85aaed472c,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000069,Evidence,ev_cbc_000009_85aaed472c,MENTIONS_TEST,Test,test_HGB,0.95,kb_pdf
edge_0000070,Evidence,ev_cbc_000009_85aaed472c,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000071,Evidence,ev_cbc_000009_85aaed472c,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000072,Evidence,ev_cbc_000009_85aaed472c,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000073,Evidence,ev_cbc_000009_85aaed472c,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000074,Evidence,ev_cbc_000009_85aaed472c,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000075,Evidence,ev_cbc_000009_85aaed472c,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000076,Evidence,ev_cbc_000009_85aaed472c,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000077,Evidence,ev_cbc_000010_089acaba97,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000078,Evidence,ev_cbc_000010_089acaba97,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000079,Evidence,ev_cbc_000010_089acaba97,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000080,Evidence,ev_cbc_000010_089acaba97,MENTIONS_TOPIC,Topic,topic_bleeding,0.8,kb_pdf
edge_0000081,Evidence,ev_cbc_000010_089acaba97,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000082,Evidence,ev_cbc_000010_089acaba97,SUPPORTS,Condition,cond_bleeding_risk,0.75,kb_pdf
edge_0000083,Evidence,ev_cbc_000010_089acaba97,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000084,Evidence,ev_cbc_000010_089acaba97,SUPPORTS,Condition,cond_iron_store_abnormality,0.75,kb_pdf
edge_0000085,Evidence,ev_cbc_000011_8d60ec1780,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000086,Evidence,ev_cbc_000011_8d60ec1780,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000087,Evidence,ev_cbc_000011_8d60ec1780,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000088,Evidence,ev_cbc_000011_8d60ec1780,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000089,Evidence,ev_cbc_000011_8d60ec1780,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000090,Evidence,ev_cbc_000012_625305c90d,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000091,Evidence,ev_cbc_000012_625305c90d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000092,Evidence,ev_cbc_000012_625305c90d,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000093,Evidence,ev_cbc_000012_625305c90d,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000094,Evidence,ev_cbc_000012_625305c90d,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000095,Evidence,ev_cbc_000013_c14814e7b5,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000096,Evidence,ev_cbc_000013_c14814e7b5,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000097,Evidence,ev_cbc_000013_c14814e7b5,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000098,Evidence,ev_cbc_000013_c14814e7b5,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000099,Evidence,ev_cbc_000013_c14814e7b5,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000100,Evidence,ev_cbc_000013_c14814e7b5,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000101,Evidence,ev_cbc_000014_0ff31f4544,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000102,Evidence,ev_cbc_000014_0ff31f4544,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000103,Evidence,ev_cbc_000014_0ff31f4544,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000104,Evidence,ev_cbc_000014_0ff31f4544,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000105,Evidence,ev_cbc_000014_0ff31f4544,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000106,Evidence,ev_cbc_000014_0ff31f4544,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000107,Evidence,ev_cbc_000015_12725a03a7,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000108,Evidence,ev_cbc_000015_12725a03a7,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000109,Evidence,ev_cbc_000015_12725a03a7,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000110,Evidence,ev_cbc_000015_12725a03a7,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000111,Evidence,ev_cbc_000015_12725a03a7,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000112,Evidence,ev_cbc_000015_12725a03a7,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000113,Evidence,ev_cbc_000016_4245bf0ee4,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000114,Evidence,ev_cbc_000016_4245bf0ee4,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000115,Evidence,ev_cbc_000016_4245bf0ee4,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000116,Evidence,ev_cbc_000016_4245bf0ee4,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000117,Evidence,ev_cbc_000016_4245bf0ee4,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000118,Evidence,ev_cbc_000017_f38e25e854,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000119,Evidence,ev_cbc_000017_f38e25e854,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000120,Evidence,ev_cbc_000017_f38e25e854,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000121,Evidence,ev_cbc_000017_f38e25e854,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0000122,Evidence,ev_cbc_000017_f38e25e854,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000123,Evidence,ev_cbc_000017_f38e25e854,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0000124,Evidence,ev_cbc_000017_f38e25e854,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000125,Evidence,ev_cbc_000018_3894a41a63,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000126,Evidence,ev_cbc_000018_3894a41a63,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000127,Evidence,ev_cbc_000018_3894a41a63,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000128,Evidence,ev_cbc_000018_3894a41a63,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000129,Evidence,ev_cbc_000018_3894a41a63,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000130,Evidence,ev_cbc_000019_917154827b,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000131,Evidence,ev_cbc_000019_917154827b,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000132,Evidence,ev_cbc_000019_917154827b,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000133,Evidence,ev_cbc_000020_338e2b7970,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000134,Evidence,ev_cbc_000020_338e2b7970,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000135,Evidence,ev_cbc_000020_338e2b7970,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000136,Evidence,ev_cbc_000021_2a934dc566,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000137,Evidence,ev_cbc_000021_2a934dc566,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000138,Evidence,ev_cbc_000021_2a934dc566,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000139,Evidence,ev_cbc_000022_97f00089d6,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000140,Evidence,ev_cbc_000022_97f00089d6,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000141,Evidence,ev_cbc_000022_97f00089d6,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000142,Evidence,ev_cbc_000022_97f00089d6,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000143,Evidence,ev_cbc_000022_97f00089d6,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000144,Evidence,ev_cbc_000023_aad04ad649,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000145,Evidence,ev_cbc_000023_aad04ad649,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000146,Evidence,ev_cbc_000023_aad04ad649,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000147,Evidence,ev_cbc_000024_5e6efb182d,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000148,Evidence,ev_cbc_000024_5e6efb182d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000149,Evidence,ev_cbc_000025_74abb4084e,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000150,Evidence,ev_cbc_000025_74abb4084e,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000151,Evidence,ev_cbc_000025_74abb4084e,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000152,Evidence,ev_cbc_000025_74abb4084e,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000153,Evidence,ev_cbc_000025_74abb4084e,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000154,Evidence,ev_cbc_000026_0083546504,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000155,Evidence,ev_cbc_000026_0083546504,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000156,Evidence,ev_cbc_000026_0083546504,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000157,Evidence,ev_cbc_000026_0083546504,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0000158,Evidence,ev_cbc_000026_0083546504,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000159,Evidence,ev_cbc_000026_0083546504,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0000160,Evidence,ev_cbc_000027_7d519b3f61,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000161,Evidence,ev_cbc_000027_7d519b3f61,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000162,Evidence,ev_cbc_000027_7d519b3f61,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000163,Evidence,ev_cbc_000027_7d519b3f61,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000164,Evidence,ev_cbc_000027_7d519b3f61,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000165,Evidence,ev_cbc_000028_4960b04934,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000166,Evidence,ev_cbc_000028_4960b04934,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000167,Evidence,ev_cbc_000028_4960b04934,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000168,Evidence,ev_cbc_000028_4960b04934,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0000169,Evidence,ev_cbc_000028_4960b04934,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000170,Evidence,ev_cbc_000028_4960b04934,SUPPORTS,Condition,cond_hemolytic_anemia,0.75,kb_pdf
edge_0000171,Evidence,ev_cbc_000028_4960b04934,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0000172,Evidence,ev_cbc_000028_4960b04934,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000173,Evidence,ev_cbc_000029_93f2c80ab9,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000174,Evidence,ev_cbc_000029_93f2c80ab9,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000175,Evidence,ev_cbc_000029_93f2c80ab9,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000176,Evidence,ev_cbc_000029_93f2c80ab9,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000177,Evidence,ev_cbc_000030_423e0541e8,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000178,Evidence,ev_cbc_000030_423e0541e8,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000179,Evidence,ev_cbc_000030_423e0541e8,MENTIONS_TEST,Test,test_MCV,0.95,kb_pdf
edge_0000180,Test,test_MCV,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,ontology
edge_0000181,Evidence,ev_cbc_000030_423e0541e8,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000182,Evidence,ev_cbc_000030_423e0541e8,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000183,Evidence,ev_cbc_000030_423e0541e8,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000184,Evidence,ev_cbc_000031_cbd64bf661,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000185,Evidence,ev_cbc_000031_cbd64bf661,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000186,Evidence,ev_cbc_000031_cbd64bf661,MENTIONS_TEST,Test,test_HGB,0.95,kb_pdf
edge_0000187,Evidence,ev_cbc_000031_cbd64bf661,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000188,Evidence,ev_cbc_000031_cbd64bf661,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000189,Evidence,ev_cbc_000031_cbd64bf661,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000190,Evidence,ev_cbc_000031_cbd64bf661,SUPPORTS,Condition,cond_hemolytic_anemia,0.75,kb_pdf
edge_0000191,Evidence,ev_cbc_000031_cbd64bf661,SUPPORTS,Condition,cond_iron_deficiency_anemia,0.75,kb_pdf
edge_0000192,Evidence,ev_cbc_000031_cbd64bf661,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000193,Evidence,ev_cbc_000032_7ec4095204,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000194,Evidence,ev_cbc_000032_7ec4095204,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000195,Evidence,ev_cbc_000032_7ec4095204,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000196,Evidence,ev_cbc_000033_d55365111e,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000197,Evidence,ev_cbc_000033_d55365111e,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000198,Evidence,ev_cbc_000033_d55365111e,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000199,Evidence,ev_cbc_000033_d55365111e,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0000200,Evidence,ev_cbc_000033_d55365111e,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000201,Evidence,ev_cbc_000033_d55365111e,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0000202,Evidence,ev_cbc_000033_d55365111e,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000203,Evidence,ev_cbc_000034_b27ed47b8f,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000204,Evidence,ev_cbc_000034_b27ed47b8f,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000205,Evidence,ev_cbc_000034_b27ed47b8f,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000206,Evidence,ev_cbc_000034_b27ed47b8f,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000207,Evidence,ev_cbc_000035_b5b188c781,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000208,Evidence,ev_cbc_000035_b5b188c781,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000209,Evidence,ev_cbc_000035_b5b188c781,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0000210,Evidence,ev_cbc_000035_b5b188c781,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000211,Evidence,ev_cbc_000036_fea1722167,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000212,Evidence,ev_cbc_000036_fea1722167,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0000213,Evidence,ev_cbc_000036_fea1722167,MENTIONS_TEST,Test,test_HGB,0.95,kb_pdf
edge_0000214,Evidence,ev_cbc_000036_fea1722167,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0000215,Evidence,ev_cbc_000036_fea1722167,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0000216,Evidence,ev_cbc_000036_fea1722167,SUPPORTS,Condition,cond_macrocytic_anemia,0.75,kb_pdf
edge_0000217,Evidence,ev_cbc_000037_ede16550da,FROM_SOURCE,Source,src_clinical_hematology_pdf,0.95,kb_pdf
edge_0000218,Evidence,ev_cbc_000037_ede16550da,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
